time,build_number,project_name,project_name_1,project_path,rf_critical_failed,rf_critical_passed,rf_duration,rf_failed,rf_name,rf_name_1,rf_passed,rf_suite_name
2019-08-27T18:05:31.068000104Z,5558,Altiplano,Altiplano,Altiplano,0,1,7632,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-27T19:09:39.466000104Z,5559,Altiplano,Altiplano,Altiplano,0,1,6216,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-27T20:09:04.544000104Z,5560,Altiplano,Altiplano,Altiplano,0,1,10817,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-27T21:16:10.996000104Z,5561,Altiplano,Altiplano,Altiplano,0,1,10087,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-27T22:22:42.487000104Z,5562,Altiplano,Altiplano,Altiplano,0,1,9314,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-27T23:32:06.402000104Z,5563,Altiplano,Altiplano,Altiplano,0,1,8051,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T00:26:02.826000104Z,5564,Altiplano,Altiplano,Altiplano,0,1,5280,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T01:18:02.213000104Z,5565,Altiplano,Altiplano,Altiplano,0,1,8625,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T02:11:50.409000104Z,5566,Altiplano,Altiplano,Altiplano,0,1,8326,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T03:15:24.167000104Z,5567,Altiplano,Altiplano,Altiplano,0,1,8040,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T04:09:19.353000104Z,5568,Altiplano,Altiplano,Altiplano,0,1,5342,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T05:12:48.870000104Z,5569,Altiplano,Altiplano,Altiplano,0,1,4864,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T06:07:37.341000104Z,5570,Altiplano,Altiplano,Altiplano,0,1,8163,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T07:06:19.889000104Z,5571,Altiplano,Altiplano,Altiplano,0,1,8587,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T08:01:20.027000104Z,5572,Altiplano,Altiplano,Altiplano,0,1,8243,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T08:55:38.499000104Z,5573,Altiplano,Altiplano,Altiplano,0,1,8105,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T11:17:41.299000104Z,5576,Altiplano,Altiplano,Altiplano,0,1,5123,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T12:33:34.494000104Z,5577,Altiplano,Altiplano,Altiplano,0,1,4998,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T14:04:48.975000104Z,5578,Altiplano,Altiplano,Altiplano,0,1,8979,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T15:03:55.784000104Z,5579,Altiplano,Altiplano,Altiplano,0,1,7857,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T16:02:07.788000104Z,5580,Altiplano,Altiplano,Altiplano,0,1,7944,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T16:55:33.812000104Z,5581,Altiplano,Altiplano,Altiplano,0,1,7868,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T17:49:37.768000104Z,5582,Altiplano,Altiplano,Altiplano,0,1,8144,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T18:58:34.572000104Z,5583,Altiplano,Altiplano,Altiplano,0,1,7997,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T20:19:09.212000104Z,5584,Altiplano,Altiplano,Altiplano,0,1,4688,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T21:47:42.005000104Z,5585,Altiplano,Altiplano,Altiplano,0,1,8778,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-28T23:21:24.624000104Z,5586,Altiplano,Altiplano,Altiplano,0,1,8557,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T00:24:41.119000104Z,5587,Altiplano,Altiplano,Altiplano,0,1,8355,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T01:38:51.865000104Z,5588,Altiplano,Altiplano,Altiplano,0,1,8687,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T02:47:13.881000104Z,5589,Altiplano,Altiplano,Altiplano,0,1,9225,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T04:03:49.540000104Z,5590,Altiplano,Altiplano,Altiplano,0,1,8755,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T05:23:14.837000104Z,5591,Altiplano,Altiplano,Altiplano,0,1,8764,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T06:48:02.601000104Z,5592,Altiplano,Altiplano,Altiplano,0,1,5305,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T07:41:11.338000104Z,5593,Altiplano,Altiplano,Altiplano,0,1,7986,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T08:32:32.399000104Z,5594,Altiplano,Altiplano,Altiplano,0,1,5092,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T09:49:28.904000104Z,5595,Altiplano,Altiplano,Altiplano,0,1,5621,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T10:53:19.740000104Z,5596,Altiplano,Altiplano,Altiplano,0,1,6606,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T11:49:50.737000104Z,5597,Altiplano,Altiplano,Altiplano,0,1,6031,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T13:18:57.588000104Z,5598,Altiplano,Altiplano,Altiplano,0,1,5855,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T14:24:46.978000104Z,5599,Altiplano,Altiplano,Altiplano,0,1,8509,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T15:42:11.072000104Z,5600,Altiplano,Altiplano,Altiplano,0,1,8265,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T16:46:06.853000104Z,5601,Altiplano,Altiplano,Altiplano,0,1,6536,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T18:38:00.057000104Z,5602,Altiplano,Altiplano,Altiplano,0,1,5453,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T19:45:50.164000104Z,5603,Altiplano,Altiplano,Altiplano,0,1,15692,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T21:18:54.540000104Z,5604,Altiplano,Altiplano,Altiplano,0,1,8447,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-29T22:53:26.224000104Z,5605,Altiplano,Altiplano,Altiplano,0,1,9012,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T00:00:42.902000104Z,5606,Altiplano,Altiplano,Altiplano,0,1,5461,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T00:52:10.716000104Z,5607,Altiplano,Altiplano,Altiplano,0,1,7836,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T02:04:51.281000104Z,5608,Altiplano,Altiplano,Altiplano,0,1,8901,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T03:11:38.519000104Z,5609,Altiplano,Altiplano,Altiplano,0,1,7023,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T04:08:49.236000104Z,5610,Altiplano,Altiplano,Altiplano,0,1,8241,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T05:06:54.705000104Z,5611,Altiplano,Altiplano,Altiplano,0,1,5231,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T06:00:34.182000104Z,5612,Altiplano,Altiplano,Altiplano,0,1,7957,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T07:23:53.484000104Z,5613,Altiplano,Altiplano,Altiplano,0,1,5454,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T08:21:40.815000104Z,5614,Altiplano,Altiplano,Altiplano,0,1,8847,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T09:18:23.771000104Z,5615,Altiplano,Altiplano,Altiplano,0,1,8322,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T10:14:20.257000104Z,5616,Altiplano,Altiplano,Altiplano,0,1,8732,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T11:37:08.648000104Z,5617,Altiplano,Altiplano,Altiplano,0,1,5046,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T13:13:10.854000104Z,5620,Altiplano,Altiplano,Altiplano,0,1,6839,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T14:16:30.785000104Z,5621,Altiplano,Altiplano,Altiplano,0,1,27690,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T15:15:35.922000104Z,5622,Altiplano,Altiplano,Altiplano,0,1,8597,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T17:09:21.756000104Z,5624,Altiplano,Altiplano,Altiplano,0,1,8825,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T18:12:26.536000104Z,5625,Altiplano,Altiplano,Altiplano,0,1,8650,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T19:13:40.306000104Z,5626,Altiplano,Altiplano,Altiplano,0,1,10549,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T20:07:37.125000104Z,5627,Altiplano,Altiplano,Altiplano,0,1,5442,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T21:13:58.761000104Z,5628,Altiplano,Altiplano,Altiplano,0,1,11492,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T22:27:18.932000104Z,5629,Altiplano,Altiplano,Altiplano,0,1,9278,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-30T23:25:58.868000104Z,5630,Altiplano,Altiplano,Altiplano,0,1,7412,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T00:28:03.154000104Z,5631,Altiplano,Altiplano,Altiplano,0,1,7971,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T01:43:44.300000104Z,5632,Altiplano,Altiplano,Altiplano,0,1,5345,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T02:45:52.677000104Z,5633,Altiplano,Altiplano,Altiplano,0,1,8085,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T03:48:29.123000104Z,5634,Altiplano,Altiplano,Altiplano,0,1,10179,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T04:51:20.378000104Z,5635,Altiplano,Altiplano,Altiplano,0,1,5043,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T05:57:08.124000104Z,5636,Altiplano,Altiplano,Altiplano,0,1,9535,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T12:43:29.849000104Z,5637,Altiplano,Altiplano,Altiplano,0,1,4913,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T13:41:37.530000104Z,5638,Altiplano,Altiplano,Altiplano,0,1,5164,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T14:35:24.361000104Z,5639,Altiplano,Altiplano,Altiplano,0,1,5498,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T15:32:22.812000104Z,5640,Altiplano,Altiplano,Altiplano,0,1,4917,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T16:42:47.395000104Z,5641,Altiplano,Altiplano,Altiplano,0,1,4951,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T17:57:23.259000104Z,5642,Altiplano,Altiplano,Altiplano,0,1,4774,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T19:34:26.439000104Z,5644,Altiplano,Altiplano,Altiplano,0,1,4857,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T20:29:14.134000104Z,5645,Altiplano,Altiplano,Altiplano,0,1,5081,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T21:24:17.973000104Z,5646,Altiplano,Altiplano,Altiplano,0,1,4635,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-08-31T22:47:30.541000104Z,5647,Altiplano,Altiplano,Altiplano,0,1,5270,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T00:35:47.187000104Z,5648,Altiplano,Altiplano,Altiplano,0,1,7893,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T01:39:58.363000104Z,5649,Altiplano,Altiplano,Altiplano,0,1,4926,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T02:59:25.514000104Z,5650,Altiplano,Altiplano,Altiplano,0,1,5981,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T03:56:14.348000104Z,5651,Altiplano,Altiplano,Altiplano,0,1,5635,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T04:53:21.524000104Z,5652,Altiplano,Altiplano,Altiplano,0,1,5357,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T06:27:06.146000104Z,5653,Altiplano,Altiplano,Altiplano,0,1,5364,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T07:21:13.162000104Z,5654,Altiplano,Altiplano,Altiplano,0,1,8630,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T08:30:09.517000104Z,5655,Altiplano,Altiplano,Altiplano,0,1,5542,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T09:27:37.423000104Z,5656,Altiplano,Altiplano,Altiplano,0,1,8794,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T10:23:02.048000104Z,5657,Altiplano,Altiplano,Altiplano,0,1,8355,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T11:15:05.490000104Z,5658,Altiplano,Altiplano,Altiplano,0,1,8441,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T12:09:55.436000104Z,5659,Altiplano,Altiplano,Altiplano,0,1,6082,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T13:24:44.968000104Z,5660,Altiplano,Altiplano,Altiplano,0,1,4894,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T14:35:08.511000104Z,5661,Altiplano,Altiplano,Altiplano,0,1,8118,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T15:32:01.300000104Z,5662,Altiplano,Altiplano,Altiplano,0,1,8315,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T16:30:37.967000104Z,5663,Altiplano,Altiplano,Altiplano,0,1,8342,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T17:24:14.350000104Z,5664,Altiplano,Altiplano,Altiplano,0,1,5163,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T18:22:34.852000104Z,5665,Altiplano,Altiplano,Altiplano,0,1,4847,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T19:32:15.122000104Z,5666,Altiplano,Altiplano,Altiplano,0,1,8236,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T20:30:49.726000104Z,5667,Altiplano,Altiplano,Altiplano,0,1,5173,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T21:51:45.887000104Z,5668,Altiplano,Altiplano,Altiplano,0,1,5356,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-01T23:06:43.519000104Z,5669,Altiplano,Altiplano,Altiplano,0,1,5297,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T00:02:51.931000104Z,5670,Altiplano,Altiplano,Altiplano,0,1,5388,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T02:07:49.871000104Z,5671,Altiplano,Altiplano,Altiplano,1,0,4,1,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,0,Device Configuration
2019-09-02T03:06:05.730000104Z,5672,Altiplano,Altiplano,Altiplano,0,1,5074,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T03:58:53.551000104Z,5673,Altiplano,Altiplano,Altiplano,0,1,5621,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T04:55:48.061000104Z,5674,Altiplano,Altiplano,Altiplano,0,1,5406,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T06:09:40.141000104Z,5675,Altiplano,Altiplano,Altiplano,0,1,5128,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T07:05:58.881000104Z,5676,Altiplano,Altiplano,Altiplano,0,1,8712,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T08:00:33.696000104Z,5677,Altiplano,Altiplano,Altiplano,0,1,8124,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T09:04:30.679000104Z,5678,Altiplano,Altiplano,Altiplano,0,1,8279,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T10:59:48.316000104Z,5679,Altiplano,Altiplano,Altiplano,0,1,8363,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T12:08:18.735000104Z,5680,Altiplano,Altiplano,Altiplano,0,1,8457,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T14:23:47.679000104Z,5681,Altiplano,Altiplano,Altiplano,1,0,5127,1,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,0,Device Configuration
2019-09-02T15:20:09.311000104Z,5682,Altiplano,Altiplano,Altiplano,0,1,7048,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T16:16:32.599000104Z,5683,Altiplano,Altiplano,Altiplano,0,1,9902,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T18:13:18.615000104Z,5684,Altiplano,Altiplano,Altiplano,0,1,5087,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T19:31:14.142000104Z,5685,Altiplano,Altiplano,Altiplano,0,1,8515,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T20:49:55.121000104Z,5686,Altiplano,Altiplano,Altiplano,0,1,8880,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T21:50:09.337000104Z,5687,Altiplano,Altiplano,Altiplano,0,1,5454,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-02T23:27:26.528000104Z,5688,Altiplano,Altiplano,Altiplano,0,1,4898,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-03T06:23:58.244000105Z,5692,Altiplano,Altiplano,Altiplano,0,1,8190,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-03T07:21:14.401000106Z,5693,Altiplano,Altiplano,Altiplano,0,1,6153,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
2019-09-06T15:04:41.125000107Z,5760,Altiplano,Altiplano,Altiplano,0,1,11282,0,Verify that any changes to device-specific-data through edit-config request will still be accepted when the flag is set to false,,1,Device Configuration
