
 num     #instances         #bytes  class name
 709:            18            576  java.security.cert.PolicyQualifierInfo
 710:            12            576  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync
 711:            18            576  sun.security.x509.CertificatePoliciesExtension
 712:            14            560  hudson.model.BallColor
 713:            14            560  java.text.DigitList
 714:            35            560  java.util.LinkedHashMap$LinkedEntrySet
 715:             2            560  java.util.concurrent.ConcurrentHashMap$CounterCell
 716:             7            560  org.eclipse.jetty.servlet.FilterHolder
 717:            10            560  sun.invoke.util.Wrapper
 718:            23            552  sun.nio.ch.Util$BufferCache
 719:             2            544  [Lorg.eclipse.jetty.io.ByteBufferPool$Bucket;
 720:            17            544  org.codehaus.groovy.runtime.callsite.PogoMetaClassSite
 721:             1            528  [Ljava.util.TimerTask;
 722:            22            528  com.google.inject.internal.InternalFactoryToInitializableAdapter
 723:            22            528  com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder$IntPair
 724:            22            528  hudson.ExtensionFinder$GuiceFinder$SezpozModule$1
 725:            22            528  org.eclipse.jetty.http.HttpParser$State
 726:            22            528  org.springframework.beans.MutablePropertyValues
 727:            22            528  org.springframework.beans.factory.config.ConstructorArgumentValues
 728:            11            528  sun.misc.URLClassPath
 729:            22            528  sun.security.x509.PolicyInformation
 730:             5            520  java.io.ObjectStreamClass
 731:            10            512  [Lorg.apache.commons.beanutils.DynaProperty;
 732:             7            512  [Lsun.invoke.util.Wrapper;
 733:            16            512  com.google.inject.internal.SingleFieldInjector
 734:            16            512  java.time.temporal.ChronoUnit
 735:             4            512  sun.nio.ch.WindowsSelectorImpl
 736:            16            512  sun.security.ssl.CipherSuite$KeyExchange
 737:            21            504  com.sun.org.apache.xerces.internal.xni.XMLString
 738:            21            504  java.util.AbstractMap$SimpleImmutableEntry
 739:             7            504  java.util.concurrent.ThreadPoolExecutor
 740:            21            504  java.util.regex.Pattern$Ctype
 741:            21            504  org.jvnet.localizer.ResourceBundleHolder
 742:            21            504  sun.security.x509.AVAKeyword
 743:            31            496  java.util.regex.Pattern$BranchConn
 744:            10            480  [Lsun.awt.SunHints$Value;
 745:            12            480  java.lang.invoke.BoundMethodHandle$Species_LL
 746:            10            480  org.apache.commons.beanutils.WrapDynaClass
 747:            20            480  org.eclipse.jetty.servlet.Source
 748:            20            480  org.eclipse.jetty.util.thread.ReservedThreadExecutor$ReservedThread
 749:            29            464  org.acegisecurity.context.SecurityContextImpl
 750:             2            464  sun.net.www.protocol.https.DelegateHttpsURLConnection
 751:            29            464  sun.nio.ch.IOVecWrapper$Deallocator
 752:            19            456  java.net.Inet4Address
 753:            19            456  java.time.Duration
 754:            19            456  winstone.cmdline.Option$OInt
 755:            14            448  com.sun.org.apache.xml.internal.dtm.ref.ExtendedType
 756:            14            448  hudson.model.Items$AllItemsIterable
 757:            14            448  hudson.model.Items$AllItemsIterable$AllItemsIterator
 758:            14            448  hudson.slaves.ComputerRetentionWork$1
 759:            14            448  java.security.AlgorithmParameters
 760:            14            448  java.util.TreeMap$ValueIterator
 761:            14            448  sun.security.provider.SecureRandom
 762:            11            440  org.eclipse.jetty.util.ArrayTrie
 763:            11            440  sun.security.ec.ECPublicKeyImpl
 764:             9            432  com.sun.jna.Structure$StructField
 765:            27            432  com.thoughtworks.xstream.converters.extended.JavaClassConverter
 766:            18            432  com.thoughtworks.xstream.converters.extended.TextAttributeConverter
 767:            18            432  com.thoughtworks.xstream.converters.reflection.FieldDictionary
 768:            18            432  com.thoughtworks.xstream.converters.reflection.SunUnsafeReflectionProvider
 769:            18            432  java.lang.invoke.Invokers
 770:            27            432  java.security.spec.ECFieldFp
 771:            18            432  java.text.DateFormat$Field
 772:            18            432  sun.misc.MetaIndex
 773:            18            432  sun.security.x509.AccessDescription
 774:             1            424  [Lcom.sun.org.apache.xerces.internal.util.SymbolTable$Entry;
 775:            13            416  [Lsun.nio.fs.NativeBuffer;
 776:            13            416  com.sun.org.apache.xerces.internal.util.AugmentationsImpl$SmallContainer
 777:            26            416  com.sun.proxy.$Proxy14
 778:            13            416  java.lang.invoke.SimpleMethodHandle
 779:            13            416  java.util.Collections$UnmodifiableMap
 780:            13            416  java.util.concurrent.ConcurrentHashMap$ForwardingNode
 781:            13            416  org.apache.commons.jexl.parser.Parser$JJCalls
 782:             2            416  sun.security.ssl.ClientHandshaker
 783:            26            416  sun.security.x509.CertificatePolicyId
 784:            19            400  [Ljava.security.CodeSigner;
 785:            15            400  [Lorg.codehaus.groovy.runtime.callsite.CallSite;
 786:            10            400  java.lang.invoke.DirectMethodHandle$Accessor
 787:            10            400  javax.crypto.CryptoPermission
 788:            10            400  org.eclipse.jetty.http.pathmap.ServletPathSpec
 789:             1            392  hudson.WebAppMain$3
 790:             4            384  [Lcom.sun.org.apache.xerces.internal.xni.QName;
 791:             1            384  java.lang.ref.Finalizer$FinalizerThread
 792:             1            384  java.util.TimerThread
 793:             1            384  java.util.logging.LogManager$Cleaner
 794:            12            384  net.sf.ezmorph.array.ObjectArrayMorpher
 795:            16            384  net.sf.ezmorph.object.NumberMorpher
 796:             8            384  org.apache.sshd.common.cipher.BuiltinCiphers
 797:            16            384  org.codehaus.groovy.classgen.asm.MethodCallerMultiAdapter
 798:            12            384  org.codehaus.groovy.syntax.Token
 799:            12            384  org.eclipse.jetty.http.HttpHeaderValue
 800:            12            384  org.kohsuke.asm6.Type
 801:             6            384  sun.nio.ch.FileChannelImpl
 802:            16            384  sun.nio.ch.OptionKey
 803:            12            384  sun.security.x509.ExtendedKeyUsageExtension
 804:             8            384  sun.util.locale.provider.LocaleResources$ResourceReference
 805:             1            384  winstone.ShutdownHook
 806:            16            384  winstone.cmdline.Option$OString
 807:             1            376  java.lang.ref.Reference$ReferenceHandler
 808:            23            368  com.google.inject.internal.Initializables$1
 809:            23            368  java.awt.font.TextAttribute
 810:            23            368  java.util.concurrent.SynchronousQueue$TransferStack
 811:             9            360  [Lcom.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat;
 812:             9            360  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$Limit
 813:             9            360  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit
 814:             9            360  com.thoughtworks.xstream.mapper.AttributeMapper
 815:             9            360  hudson.util.RobustReflectionConverter
 816:             9            360  java.lang.ClassLoader$NativeLibrary
 817:             3            360  java.net.SocksSocketImpl
 818:            15            360  org.codehaus.groovy.runtime.callsite.CallSiteArray
 819:            15            360  org.eclipse.jetty.http.DateGenerator
 820:            15            360  sun.security.x509.Extension
 821:             4            352  [Ljava.util.concurrent.RunnableScheduledFuture;
 822:            22            352  com.google.inject.Key$AnnotationInstanceStrategy
 823:            22            352  com.google.inject.name.NamedImpl
 824:             1            352  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl
 825:            22            352  com.sun.proxy.$Proxy25
 826:            22            352  com.sun.proxy.$Proxy35
 827:            11            352  jenkins.security.stapler.StaplerDispatchValidator$ValidatorCache$Validator
 828:             4            352  org.codehaus.groovy.control.CompilerConfiguration
 829:            11            352  org.eclipse.jetty.http.HttpMethod
 830:            11            352  org.eclipse.jetty.http2.hpack.StaticTableHttpField
 831:            22            352  org.springframework.beans.factory.support.MethodOverrides
 832:             2            352  sun.security.ssl.SSLSocketImpl
 833:            11            352  sun.security.ssl.SignatureAndHashAlgorithm
 834:             3            344  [Ljava.lang.Thread;
 835:            10            336  [Ljava.lang.annotation.ElementType;
 836:             3            336  [Lsun.font.EAttribute;
 837:            14            336  java.lang.invoke.LambdaFormEditor$Transform$Kind
 838:             6            336  java.nio.DirectLongBufferU
 839:             3            336  org.eclipse.jetty.servlet.ServletHolder
 840:             2            336  org.springframework.beans.factory.support.DefaultListableBeanFactory
 841:             6            336  sun.management.MemoryPoolImpl
 842:             6            336  sun.security.ssl.InputRecord
 843:             8            320  com.google.common.cache.LocalCache$WeakEntry
 844:            10            320  com.jcraft.jzlib.Deflate$Config
 845:            20            320  hudson.ExpressionFactory2$JexlExpression
 846:            10            320  java.lang.OutOfMemoryError
 847:             4            320  java.util.zip.ZipEntry
 848:             8            320  org.apache.commons.beanutils.converters.ByteConverter
 849:             8            320  org.apache.commons.beanutils.converters.DoubleConverter
 850:             8            320  org.apache.commons.beanutils.converters.FloatConverter
 851:             8            320  org.apache.commons.beanutils.converters.IntegerConverter
 852:             8            320  org.apache.commons.beanutils.converters.LongConverter
 853:             8            320  org.apache.commons.beanutils.converters.ShortConverter
 854:             4            320  org.eclipse.jetty.io.ManagedSelector
 855:             4            320  org.eclipse.jetty.util.thread.strategy.EatWhatYouKill
 856:            20            320  sun.font.Font2DHandle
 857:            10            320  sun.security.jca.ProviderConfig
 858:             8            320  sun.security.ssl.SignatureAndHashAlgorithm$HashAlgorithm
 859:            10            320  sun.security.x509.AuthorityInfoAccessExtension
 860:            13            312  com.sun.jna.Pointer
 861:             1            312  hudson.model.Hudson
 862:            13            312  org.codehaus.groovy.runtime.metaclass.ClosureMetaClass$StandardClosureChooser
 863:            13            312  sun.security.ssl.ExtensionType
 864:             3            312  sun.security.ssl.SSLSessionImpl
 865:            19            304  hudson.util.VersionNumber$WildCardItem
 866:            19            304  java.util.regex.Pattern$Dot
 867:             1            296  winstone.HostConfiguration$1
 868:            18            288  com.sun.proxy.$Proxy7
 869:            12            288  com.thoughtworks.xstream.converters.basic.BooleanConverter
 870:             9            288  com.thoughtworks.xstream.converters.basic.DateConverter
 871:             9            288  com.thoughtworks.xstream.converters.extended.LookAndFeelConverter
 872:            18            288  com.thoughtworks.xstream.converters.reflection.ImmutableFieldKeySorter
 873:            18            288  com.thoughtworks.xstream.core.JVM
 874:             9            288  com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder
 875:             9            288  com.thoughtworks.xstream.mapper.ClassAliasingMapper
 876:             9            288  com.thoughtworks.xstream.mapper.FieldAliasingMapper
 877:             9            288  groovyjarjarasm.asm.Type
 878:            12            288  hudson.util.DescriptorList
 879:             9            288  java.lang.ClassValue$Entry
 880:            12            288  java.lang.RuntimePermission
 881:             9            288  java.lang.StringCoding$StringDecoder
 882:            12            288  java.util.concurrent.locks.ReentrantReadWriteLock
 883:             9            288  java.util.logging.Level
 884:            18            288  java.util.regex.Pattern$CharPropertyNames$4
 885:             9            288  jdk.internal.org.objectweb.asm.Type
 886:             6            288  org.apache.commons.beanutils.converters.DateConverter
 887:             9            288  org.eclipse.jetty.http.HttpComplianceSection
 888:            12            288  org.eclipse.jetty.server.HttpChannelState$Action
 889:             9            288  org.kohsuke.asm5.Type
 890:            12            288  org.springframework.beans.CachedIntrospectionResults
 891:             3            288  sun.net.www.protocol.jar.URLJarFile$URLJarFileEntry
 892:            12            288  winstone.cmdline.Option$OFile
 893:             7            280  java.util.IdentityHashMap
 894:             1            280  java.util.concurrent.atomic.Striped64$Cell
 895:             5            280  org.eclipse.jetty.servlet.ListenerHolder
 896:             7            280  org.eclipse.jetty.util.TreeTrie
 897:            17            272  java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser
 898:            17            272  sun.invoke.util.ValueConversions$WrapperCache
 899:            10            264  [Ljava.lang.Boolean;
 900:             3            264  java.net.DualStackPlainSocketImpl
 901:            11            264  java.net.StandardSocketOptions$StdSocketOption
 902:            11            264  java.util.regex.Pattern$Dollar
 903:            11            264  org.eclipse.jetty.http.HttpTokens$Type
 904:            11            264  org.eclipse.jetty.http.HttpURI$State
 905:            16            256  com.google.common.cache.LocalCache$LocalLoadingCache
 906:             8            256  com.google.common.collect.RegularImmutableSet
 907:            16            256  com.sun.proxy.$Proxy20
 908:             4            256  java.lang.ClassValue$ClassValueMap
 909:            16            256  java.util.HashMap$Values
 910:            16            256  java.util.regex.Pattern$Begin
 911:             8            256  org.apache.commons.beanutils.converters.BooleanConverter
 912:             4            256  org.codehaus.groovy.ast.expr.PropertyExpression
 913:             8            256  sun.misc.ProxyGenerator$PrimitiveTypeInfo
 914:             4            256  sun.security.provider.SHA2$SHA256
 915:             8            256  sun.security.x509.NetscapeCertTypeExtension
 916:             8            248  [Ljava.lang.invoke.LambdaForm$BasicType;
 917:             6            240  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData;
 918:             5            240  com.google.inject.internal.InstanceBindingImpl
 919:            10            240  com.google.inject.spi.TypeConverterBinding
 920:            10            240  com.sun.org.apache.xerces.internal.impl.XMLScanner$NameType
 921:             2            240  groovy.lang.GroovyClassLoader$InnerLoader
 922:            10            240  hudson.init.InitMilestone
 923:             6            240  hudson.node_monitors.AbstractNodeMonitorDescriptor$1
 924:            10            240  java.lang.annotation.ElementType
 925:            10            240  java.nio.file.StandardOpenOption
 926:            10            240  java.security.CryptoPrimitive
 927:            10            240  java.util.concurrent.Executors$DefaultThreadFactory
 928:             5            240  java.util.concurrent.LinkedBlockingQueue
 929:             3            240  java.util.concurrent.ScheduledThreadPoolExecutor
 930:            10            240  java.util.regex.Pattern$Ques
 931:            10            240  org.eclipse.jetty.http.pathmap.MappedResource
 932:            10            240  sun.awt.SunHints$Key
 933:             5            240  sun.font.FontFamily
 934:             6            240  sun.management.MemoryPoolImpl$CollectionSensor
 935:             6            240  sun.management.MemoryPoolImpl$PoolSensor
 936:            10            240  sun.security.provider.certpath.X509CertPath
 937:             7            224  com.google.common.collect.RegularImmutableList
 938:            14            224  com.sun.proxy.$Proxy9
 939:             2            224  groovy.lang.GroovyClassLoader
 940:            14            224  hudson.model.Items$AllItemsIterable$AllItemsIterator$$Lambda$91/317188872
 941:            14            224  hudson.util.CopyOnWriteList
 942:             7            224  java.io.FileOutputStream
 943:            14            224  java.util.concurrent.atomic.AtomicBoolean
 944:             4            224  org.apache.commons.beanutils.WeakFastHashMap
 945:            14            224  org.apache.commons.jelly.impl.TextScript
 946:             7            224  org.eclipse.jetty.servlet.FilterMapping
 947:             2            224  org.springframework.web.context.support.StaticWebApplicationContext
 948:             4            224  sun.nio.ch.SinkChannelImpl
 949:             4            224  sun.nio.ch.SourceChannelImpl
 950:             7            224  sun.reflect.UnsafeLongFieldAccessorImpl
 951:             9            216  com.thoughtworks.xstream.converters.basic.StringConverter
 952:             9            216  com.thoughtworks.xstream.converters.collections.CollectionConverter
 953:             9            216  com.thoughtworks.xstream.converters.collections.MapConverter
 954:             9            216  com.thoughtworks.xstream.converters.collections.SingletonCollectionConverter
 955:             9            216  com.thoughtworks.xstream.converters.collections.SingletonMapConverter
 956:             9            216  com.thoughtworks.xstream.converters.collections.TreeMapConverter
 957:             9            216  com.thoughtworks.xstream.converters.collections.TreeSetConverter
 958:             9            216  com.thoughtworks.xstream.converters.collections.TreeSetConverter$1
 959:             9            216  com.thoughtworks.xstream.converters.enums.EnumMapConverter
 960:             9            216  com.thoughtworks.xstream.converters.extended.DynamicProxyConverter
 961:             9            216  com.thoughtworks.xstream.converters.extended.FontConverter
 962:             9            216  com.thoughtworks.xstream.converters.extended.JavaFieldConverter
 963:             9            216  com.thoughtworks.xstream.converters.extended.ThrowableConverter
 964:             9            216  com.thoughtworks.xstream.converters.reflection.ExternalizableConverter
 965:             9            216  com.thoughtworks.xstream.core.DefaultConverterLookup
 966:             9            216  com.thoughtworks.xstream.core.util.PrioritizedList
 967:             9            216  com.thoughtworks.xstream.core.util.SelfStreamingInstanceChecker
 968:             9            216  com.thoughtworks.xstream.core.util.WeakCache
 969:             9            216  com.thoughtworks.xstream.mapper.AttributeAliasingMapper
 970:             9            216  com.thoughtworks.xstream.mapper.CachingMapper
 971:             9            216  com.thoughtworks.xstream.mapper.DefaultImplementationsMapper
 972:             9            216  com.thoughtworks.xstream.mapper.DynamicProxyMapper
 973:             9            216  com.thoughtworks.xstream.mapper.EnumMapper
 974:             9            216  com.thoughtworks.xstream.mapper.ImmutableTypesMapper
 975:             9            216  com.thoughtworks.xstream.mapper.ImplicitCollectionMapper
 976:             9            216  com.thoughtworks.xstream.mapper.LocalConversionMapper
 977:             9            216  com.thoughtworks.xstream.mapper.OuterClassMapper
 978:             9            216  com.thoughtworks.xstream.mapper.PackageAliasingMapper
 979:             9            216  com.thoughtworks.xstream.mapper.SecurityMapper
 980:             9            216  com.thoughtworks.xstream.mapper.SystemAttributeAliasingMapper
 981:             9            216  hudson.util.CopyOnWriteMap$Tree$ConverterImpl
 982:             9            216  hudson.util.DescribableList$ConverterImpl
 983:             9            216  hudson.util.NamingThreadFactory
 984:             9            216  hudson.util.RobustCollectionConverter
 985:             9            216  hudson.util.RobustMapConverter
 986:             9            216  hudson.util.XStream2$2
 987:             9            216  hudson.util.XStream2$3
 988:             9            216  hudson.util.XStream2$AssociatedConverterImpl
 989:             9            216  hudson.util.XStream2$CompatibilityMapper
 990:             9            216  hudson.util.XStream2$MapperInjectionPoint
 991:             9            216  hudson.util.XStream2$PluginClassOwnership
 992:             9            216  hudson.util.xstream.ImmutableListConverter
 993:             9            216  hudson.util.xstream.ImmutableMapConverter
 994:             9            216  hudson.util.xstream.ImmutableSetConverter
 995:             9            216  hudson.util.xstream.ImmutableSortedSetConverter
 996:             9            216  java.util.concurrent.ConcurrentLinkedQueue
 997:             9            216  java.util.logging.Level$KnownLevel
 998:             9            216  java.util.regex.Pattern$CharProperty$1
 999:             9            216  jenkins.security.stapler.StaplerDispatchValidator$ValidatorCache$$Lambda$44/1656752571
1000:             9            216  org.codehaus.groovy.control.CompilePhase
1001:             9            216  org.codehaus.groovy.transform.sc.StaticCompilationMetadataKeys
1002:             9            216  org.eclipse.jetty.http.HttpCompliance
1003:             9            216  org.eclipse.jetty.http.HttpGenerator$Result
1004:             9            216  sun.util.logging.PlatformLogger$Level
1005:             7            208  [Ljava.lang.invoke.LambdaForm$NamedFunction;
1006:             2            208  [Lorg.eclipse.jetty.http.HttpParser$State;
1007:            13            208  com.sun.org.apache.xerces.internal.util.AugmentationsImpl
1008:             2            208  sun.util.calendar.ImmutableGregorianDate
1009:             2            200  [Ljava.text.DateFormat$Field;
1010:             6            200  [[S
1011:             1            200  com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl
1012:             5            200  java.io.ObjectStreamClass$FieldReflector
1013:             5            200  java.io.ObjectStreamClass$FieldReflectorKey
1014:             5            200  java.lang.invoke.BoundMethodHandle$SpeciesData
1015:             5            200  java.util.stream.StreamOpFlag
1016:             5            200  sun.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl
1017:             4            192  [Lsun.nio.ch.SelectionKeyImpl;
1018:             1            192  com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration
1019:            12            192  com.sun.proxy.$Proxy17
1020:             6            192  java.io.PrintStream
1021:             6            192  java.lang.StringCoding$StringEncoder
1022:             6            192  java.lang.invoke.LambdaForm$BasicType
1023:             8            192  java.lang.invoke.MethodHandleImpl$Intrinsic
1024:             8            192  java.math.RoundingMode
1025:             6            192  java.time.format.TextStyle
1026:             6            192  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
1027:            12            192  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock
1028:            12            192  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter
1029:            12            192  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock
1030:             8            192  javax.crypto.CryptoPermissionCollection
1031:             8            192  org.apache.commons.beanutils.converters.CharacterConverter
1032:             4            192  org.apache.commons.beanutils.converters.SqlDateConverter
1033:             4            192  org.apache.commons.beanutils.converters.SqlTimeConverter
1034:             4            192  org.apache.commons.beanutils.converters.SqlTimestampConverter
1035:            12            192  org.apache.commons.jelly.impl.DefaultTagFactory
1036:             6            192  org.apache.commons.jexl.parser.ASTMethod
1037:             4            192  org.apache.commons.jexl.parser.Token
1038:            12            192  org.apache.commons.lang.time.FastDateFormat$CharacterLiteral
1039:             4            192  org.codehaus.groovy.ast.expr.ClassExpression
1040:             6            192  org.codehaus.groovy.runtime.callsite.PogoGetPropertySite
1041:             8            192  org.codehaus.groovy.runtime.metaclass.MetaMethodIndex$CacheEntry
1042:             8            192  org.eclipse.jetty.server.HttpChannelState$RequestState
1043:             8            192  org.eclipse.jetty.util.ArrayTernaryTrie$Growing
1044:             3            192  org.eclipse.jetty.util.thread.ScheduledExecutorScheduler
1045:             6            192  org.kohsuke.stapler.jelly.InternationalizedStringExpression
1046:             2            192  sun.net.www.protocol.https.HttpsClient
1047:             4            192  sun.nio.ch.WindowsSelectorImpl$FdMap
1048:             2            192  sun.security.jgss.SunProvider
1049:             2            192  sun.security.provider.Sun
1050:             4            192  sun.security.ssl.OutputRecord
1051:             6            192  sun.security.util.MemoryCache
1052:             8            192  winstone.cmdline.Option$OBoolean
1053:             4            176  [Ljava.math.BigDecimal;
1054:             1            176  com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator
1055:            11            176  hudson.util.CopyOnWriteList$ConverterImpl
1056:             2            176  java.net.URLClassLoader
1057:            11            176  java.text.NumberFormat$Field
1058:             2            176  sun.net.www.protocol.https.HttpsURLConnectionImpl
1059:            11            176  sun.security.ec.ECParameters
1060:             3            168  [Lorg.codehaus.groovy.control.CompilePhase;
1061:             1            168  [[Ljava.math.BigInteger;
1062:             7            168  com.google.common.collect.RegularImmutableMap$TerminalEntry
1063:             7            168  com.google.inject.internal.TypeConverterBindingProcessor$5
1064:             7            168  com.sun.org.apache.xerces.internal.util.FeatureState
1065:             7            168  hudson.util.DescribableList
1066:             7            168  java.net.NetPermission
1067:             7            168  java.security.CodeSigner
1068:             7            168  java.util.concurrent.ConcurrentSkipListMap$Node
1069:             7            168  org.apache.commons.discovery.log.SimpleLog
1070:             3            168  org.codehaus.groovy.ast.expr.ListExpression
1071:             7            168  org.eclipse.jetty.servlet.FilterHolder$Config
1072:             7            168  org.eclipse.jetty.util.IteratingCallback$State
1073:             7            168  org.eclipse.jetty.webapp.ClasspathPattern$ClassEntry
1074:             7            168  org.eclipse.jetty.webapp.Origin
1075:             7            168  org.eclipse.jetty.xml.XmlParser$Attribute
1076:             7            168  sun.security.x509.NetscapeCertTypeExtension$MapEntry
1077:             2            160  [Lorg.codehaus.groovy.util.AbstractConcurrentMapBase$Segment;
1078:             5            160  [[Lsun.awt.FontDescriptor;
1079:             5            160  com.sun.org.apache.xpath.internal.objects.XNumber
1080:            10            160  com.sun.proxy.$Proxy0
1081:            10            160  com.thoughtworks.xstream.converters.basic.ByteConverter
1082:            10            160  hudson.model.Label$ConverterImpl
1083:             5            160  hudson.model.Result
1084:             5            160  hudson.security.PermissionGroup
1085:             5            160  hudson.util.AtomicFileWriter
1086:             5            160  hudson.util.FileChannelWriter
1087:             5            160  java.io.FileInputStream
1088:             5            160  java.io.ObjectStreamClass$WeakClassKey
1089:             4            160  java.lang.invoke.MethodHandleImpl$AsVarargsCollector
1090:             5            160  java.util.JumboEnumSet
1091:             4            160  java.util.PropertyResourceBundle
1092:            10            160  java.util.WeakHashMap$KeySet
1093:             5            160  java.util.regex.Pattern$3
1094:             4            160  org.apache.commons.beanutils.converters.BigDecimalConverter
1095:             4            160  org.apache.commons.beanutils.converters.BigIntegerConverter
1096:             2            160  org.apache.commons.jelly.tags.core.CoreTagLibrary$2
1097:             2            160  org.codehaus.groovy.reflection.stdclasses.BooleanCachedClass
1098:             2            160  org.codehaus.groovy.reflection.stdclasses.CharacterCachedClass
1099:             2            160  org.codehaus.groovy.reflection.stdclasses.DoubleCachedClass
1100:             2            160  org.codehaus.groovy.reflection.stdclasses.FloatCachedClass
1101:             2            160  org.codehaus.groovy.reflection.stdclasses.IntegerCachedClass
1102:             2            160  org.codehaus.groovy.reflection.stdclasses.LongCachedClass
1103:             2            160  org.codehaus.groovy.runtime.callsite.CallSiteClassLoader
1104:             4            160  org.codehaus.groovy.runtime.callsite.GetEffectivePojoFieldSite
1105:             4            160  org.codehaus.groovy.runtime.callsite.PojoMetaMethodSite$PojoMetaMethodSiteNoUnwrapNoCoerce
1106:             4            160  org.eclipse.jetty.http.HttpVersion
1107:             5            160  org.eclipse.jetty.security.ConstraintMapping
1108:             1            160  org.eclipse.jetty.server.ServerConnector
1109:             1            160  org.eclipse.jetty.server.session.SessionHandler
1110:             5            160  org.eclipse.jetty.util.security.Constraint
1111:             1            160  sun.awt.Win32FontManager
1112:             5            160  sun.reflect.UnsafeIntegerFieldAccessorImpl
1113:             5            160  sun.reflect.UnsafeQualifiedBooleanFieldAccessorImpl
1114:             5            160  sun.reflect.UnsafeStaticObjectFieldAccessorImpl
1115:             5            160  sun.security.ssl.CipherSuite$MacAlg
1116:             5            160  sun.security.ssl.ProtocolList
1117:             5            160  sun.security.ssl.SignatureAndHashAlgorithm$SignatureAlgorithm
1118:             5            160  sun.security.x509.SubjectAlternativeNameExtension
1119:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type
1120:             1            144  [Ljava.util.Queue;
1121:             1            144  [Ljava.util.concurrent.ConcurrentMap;
1122:             2            144  [Lorg.apache.commons.lang.time.FastDateFormat$Rule;
1123:             9            144  com.google.inject.internal.TypeConverterBindingProcessor$6
1124:             9            144  com.sun.org.apache.xerces.internal.jaxp.datatype.DatatypeFactoryImpl
1125:             6            144  com.sun.org.apache.xerces.internal.util.Status
1126:             6            144  com.sun.org.apache.xml.internal.utils.NSInfo
1127:             9            144  com.thoughtworks.xstream.XStream$1
1128:             9            144  com.thoughtworks.xstream.XStream$2
1129:             9            144  com.thoughtworks.xstream.converters.basic.BigDecimalConverter
1130:             9            144  com.thoughtworks.xstream.converters.basic.BigIntegerConverter
1131:             9            144  com.thoughtworks.xstream.converters.basic.CharConverter
1132:             9            144  com.thoughtworks.xstream.converters.basic.DoubleConverter
1133:             9            144  com.thoughtworks.xstream.converters.basic.FloatConverter
1134:             9            144  com.thoughtworks.xstream.converters.basic.IntConverter
1135:             9            144  com.thoughtworks.xstream.converters.basic.LongConverter
1136:             9            144  com.thoughtworks.xstream.converters.basic.NullConverter
1137:             9            144  com.thoughtworks.xstream.converters.basic.ShortConverter
1138:             9            144  com.thoughtworks.xstream.converters.basic.StringBufferConverter
1139:             9            144  com.thoughtworks.xstream.converters.basic.StringBuilderConverter
1140:             9            144  com.thoughtworks.xstream.converters.basic.URIConverter
1141:             9            144  com.thoughtworks.xstream.converters.basic.URLConverter
1142:             9            144  com.thoughtworks.xstream.converters.basic.UUIDConverter
1143:             9            144  com.thoughtworks.xstream.converters.collections.ArrayConverter
1144:             9            144  com.thoughtworks.xstream.converters.collections.BitSetConverter
1145:             9            144  com.thoughtworks.xstream.converters.collections.CharArrayConverter
1146:             9            144  com.thoughtworks.xstream.converters.collections.PropertiesConverter
1147:             9            144  com.thoughtworks.xstream.converters.enums.EnumConverter
1148:             9            144  com.thoughtworks.xstream.converters.enums.EnumSetConverter
1149:             9            144  com.thoughtworks.xstream.converters.extended.CharsetConverter
1150:             9            144  com.thoughtworks.xstream.converters.extended.ColorConverter
1151:             9            144  com.thoughtworks.xstream.converters.extended.CurrencyConverter
1152:             9            144  com.thoughtworks.xstream.converters.extended.DurationConverter
1153:             9            144  com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter
1154:             9            144  com.thoughtworks.xstream.converters.extended.FileConverter
1155:             9            144  com.thoughtworks.xstream.converters.extended.GregorianCalendarConverter
1156:             9            144  com.thoughtworks.xstream.converters.extended.JavaMethodConverter
1157:             9            144  com.thoughtworks.xstream.converters.extended.LocaleConverter
1158:             9            144  com.thoughtworks.xstream.converters.extended.RegexPatternConverter
1159:             9            144  com.thoughtworks.xstream.converters.extended.SqlDateConverter
1160:             9            144  com.thoughtworks.xstream.converters.extended.SqlTimeConverter
1161:             9            144  com.thoughtworks.xstream.converters.extended.SqlTimestampConverter
1162:             9            144  com.thoughtworks.xstream.converters.extended.StackTraceElementConverter
1163:             9            144  com.thoughtworks.xstream.converters.extended.SubjectConverter
